,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
333,333,81004113,TV Show,Age of Rebellion,Taiwan,"September 1, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.",2018,September,Adults,Taiwan,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
345,345,80994108,TV Show,Sisters,Australia,"September 1, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,2018,September,Adults,Australia,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
354,354,81004162,TV Show,The Road to Calvary,Russia,"September 1, 2018",2017,TV-14,1 Season,"International TV Shows, TV Dramas","Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.",2018,September,Teens,Russia,"['International TV Shows', 'TV Dramas']"
356,356,80188969,TV Show,A Boy Name Flora A,Taiwan,"September 1, 2017",2017,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,2017,September,Adults,Taiwan,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
357,357,80189155,TV Show,A House of Blocks,United States,"September 1, 2017",2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",2017,September,Adults,United States,"['International TV Shows', 'TV Dramas', 'TV Horror']"
360,360,80189208,TV Show,All About Love,Taiwan,"September 1, 2017",2017,TV-14,1 Season,"International TV Shows, TV Dramas, TV Horror",Mysterious ghosts – determined to reconnect with the living world – begin to cross over and disrupt the lives of those they left behind.,2017,September,Teens,Taiwan,"['International TV Shows', 'TV Dramas', 'TV Horror']"
367,367,80178543,TV Show,FINAL FANTASY XIV Dad of Light,Japan,"September 1, 2017",2017,TV-PG,1 Season,"International TV Shows, TV Dramas",A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.,2017,September,Older Kids,Japan,"['International TV Shows', 'TV Dramas']"
368,368,70213196,TV Show,Gurren Lagann,Japan,"September 1, 2017",2007,TV-14,1 Season,"Anime Series, International TV Shows","When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble.",2017,September,Teens,Japan,"['Anime Series', 'International TV Shows']"
369,369,70208520,TV Show,High Risk,United States,"September 1, 2017",1988,TV-G,1 Season,"Docuseries, Reality TV","From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats.",2017,September,Kids,United States,"['Docuseries', 'Reality TV']"
375,375,80105933,TV Show,LEGO Elves: Secrets of Elvendale,United States,"September 1, 2017",2017,TV-Y7,1 Season,Kids' TV,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister – and all of Elvendale. Based on the popular web series.",2017,September,Older Kids,United States,"[""Kids' TV""]"
378,378,80133200,TV Show,Maniac,Norway,"September 1, 2017",2015,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","A nondescript man in a mental hospital has an exciting life of adventure and romance – in his head. He may be insane, or maybe he's just having fun.",2017,September,Adults,Norway,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
397,397,80200913,TV Show,Tip the Mouse,"Germany, United States, Italy","September 1, 2017",2014,TV-Y,1 Season,Kids' TV,"In his tiny meadow village, curious little mouse Tip enjoys fun and adventure while learning about the world with his furry friends and family.",2017,September,Kids,Germany,"[""Kids' TV""]"
402,402,80118873,TV Show,Conspiracy,United Kingdom,"September 1, 2016",2015,TV-14,1 Season,"British TV Shows, Docuseries","Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",2016,September,Teens,United Kingdom,"['British TV Shows', 'Docuseries']"
403,403,70229514,TV Show,Dead Set,United Kingdom,"September 1, 2016",2008,TV-MA,1 Season,"British TV Shows, TV Horror, TV Thrillers","While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound.",2016,September,Adults,United Kingdom,"['British TV Shows', 'TV Horror', 'TV Thrillers']"
405,405,70303288,TV Show,Easy Fortune Happy Life,Taiwan,"September 1, 2016",2009,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients.",2016,September,Teens,Taiwan,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
408,408,80111273,TV Show,Game Winning Hit,Taiwan,"September 1, 2016",2009,TV-PG,1 Season,"International TV Shows, TV Comedies, TV Dramas",An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.,2016,September,Older Kids,Taiwan,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
410,410,80111710,TV Show,Lucky Days,China,"September 1, 2016",2010,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage.",2016,September,Teens,China,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
413,413,80128337,TV Show,Station Horizon,Switzerland,"September 1, 2016",2015,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","Ex-con Joris returns to his Swiss hometown, a community obsessed with American culture and ideals, to start over and save his family's gas station.",2016,September,Adults,Switzerland,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
414,414,70303289,TV Show,The Fierce Wife,Taiwan,"September 1, 2016",2010,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.,2016,September,Teens,Taiwan,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
415,415,80111614,TV Show,The Womanizer,China,"September 1, 2016",2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Libertine He-jie finds himself torn between the lovely Amanda and fiery Xiao-qian. But now he faces a new problem: arrogant rival suitor Cheng-en.,2016,September,Older Kids,China,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
416,416,80111275,TV Show,The Year of Happiness and Love,Taiwan,"September 1, 2016",2009,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Jiang Chen-bo is a loser without prospects for success, until a surprise promotion becomes the catalyst for his entire family's upturn in fortune.",2016,September,Teens,Taiwan,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
418,418,80118889,TV Show,Witches: A Century of Murder,United Kingdom,"September 1, 2016",2015,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin.",2016,September,Teens,United Kingdom,"['British TV Shows', 'Crime TV Shows', 'Docuseries']"
422,422,80216665,TV Show,Rhythm + Flow,United States,"October 9, 2019",2019,TV-MA,1 Season,Reality TV,"In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.",2019,October,Adults,United States,['Reality TV']
434,434,80113144,TV Show,StoryBots Super Songs,United States,"October 7, 2016",2016,TV-Y,1 Season,Kids' TV,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.",2016,October,Kids,United States,"[""Kids' TV""]"
439,439,80174918,TV Show,ID-0,Japan,"October 6, 2017",2017,TV-14,1 Season,"Anime Series, International TV Shows","In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.",2017,October,Teens,Japan,"['Anime Series', 'International TV Shows']"
442,442,80215730,TV Show,Legend Quest: Masters of Myth,Mexico,"October 5, 2019",2019,TV-Y7,1 Season,Kids' TV,"When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije – super-secret monster hunters – to save the day.",2019,October,Older Kids,Mexico,"[""Kids' TV""]"
443,443,81161487,TV Show,My Country: The New Age,South Korea,"October 5, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything.",2019,October,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'TV Action & Adventure']"
446,446,80198511,TV Show,Dancing Queen,United States,"October 5, 2018",2018,TV-14,1 Season,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.,2018,October,Teens,United States,['Reality TV']
448,448,80240840,TV Show,Empire Games,"Czech Republic, United States","October 5, 2018",2018,TV-14,1 Season,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,2018,October,Teens,Czech Republic,['Docuseries']
449,449,80191369,TV Show,LOST SONG,Japan,"October 5, 2018",2018,TV-14,1 Season,"Anime Series, International TV Shows","War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song.",2018,October,Teens,Japan,"['Anime Series', 'International TV Shows']"
453,453,80220650,TV Show,YG Future Strategy Office,South Korea,"October 5, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies","K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.",2018,October,Adults,South Korea,"['International TV Shows', 'Korean TV Shows', 'TV Comedies']"
458,458,80117803,TV Show,Raising Dion,United States,"October 4, 2019",2019,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Dramas",A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,2019,October,Older Kids,United States,"[""Kids' TV"", 'TV Action & Adventure', 'TV Dramas']"
463,463,81010662,TV Show,Violet Evergarden: Special,Japan,"October 4, 2018",2018,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","Auto Memory Doll Violet Evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way.",2018,October,Older Kids,Japan,"['Anime Series', 'International TV Shows', 'Romantic TV Shows']"
466,466,80203920,TV Show,Nowhere Man,Taiwan,"October 31, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",2019,October,Adults,Taiwan,"['Crime TV Shows', 'International TV Shows', 'TV Action & Adventure']"
467,467,80242051,TV Show,Sleepless Society: Bedtime Wishes,United States,"October 31, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","During a holiday stay at a hotel resort, a flight attendant encounters a wealthy, mysterious man with two different personas.",2019,October,Adults,United States,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
