,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
124,124,80162144,Movie,White Island,United Kingdom,"September 25, 2017",2016,TV-MA,91 min,"Comedies, Independent Movies, Thrillers","Returning to Ibiza after several years walking the straight and narrow in London, Connor falls back in with a criminal crowd. It's like he never left.",2017,September,Adults,United Kingdom,"['Comedies', 'Independent Movies', 'Thrillers']"
125,125,81053953,Movie,Inside Man: Most Wanted,United States,"September 24, 2019",2019,R,106 min,Action & Adventure,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.,2019,September,Adults,United States,['Action & Adventure']
126,126,81074113,Movie,Jeff Dunham: Beside Himself,United States,"September 24, 2019",2019,TV-MA,58 min,Stand-Up Comedy,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture.",2019,September,Adults,United States,['Stand-Up Comedy']
127,127,80992496,Movie,China Salesman,China,"September 24, 2018",2017,TV-MA,111 min,"Action & Adventure, International Movies",A Chinese engineer travels to a war-torn African country to rebuild its telecommunications but instead finds massive corruption and explosive danger.,2018,September,Adults,China,"['Action & Adventure', 'International Movies']"
128,128,70304191,Movie,Swearnet: The Movie,Canada,"September 24, 2017",2014,NR,112 min,"Comedies, International Movies","After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences.",2017,September,Adults,Canada,"['Comedies', 'International Movies']"
129,129,80103311,Movie,The Bar,"Spain, Argentina","September 24, 2017",2017,TV-MA,102 min,"Comedies, Horror Movies, International Movies",Strangers holed up in a Madrid bar after witnessing a murder begin to turn on each other as panic sets in and the body count rises.,2017,September,Adults,Spain,"['Comedies', 'Horror Movies', 'International Movies']"
130,130,81176200,Movie,Manmadhudu 2,India,"September 23, 2019",2019,TV-MA,152 min,"Comedies, Dramas, International Movies","Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",2019,September,Adults,India,"['Comedies', 'Dramas', 'International Movies']"
132,132,80208906,Movie,Under the Eiffel Tower,United States,"September 23, 2019",2018,TV-MA,87 min,"Comedies, Independent Movies, Romantic Movies",An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.,2019,September,Adults,United States,"['Comedies', 'Independent Movies', 'Romantic Movies']"
133,133,80097321,Movie,Audrie & Daisy,United States,"September 23, 2016",2016,TV-14,99 min,Documentaries,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities.",2016,September,Teens,United States,['Documentaries']
134,134,80106966,Movie,Iliza Shlesinger: Confirmed Kills,United States,"September 23, 2016",2016,TV-MA,78 min,Stand-Up Comedy,"The stand-up sensation tackles TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all.",2016,September,Adults,United States,['Stand-Up Comedy']
136,136,81080769,Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,India,"September 22, 2019",2009,TV-14,121 min,"Dramas, Independent Movies, International Movies","When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.",2019,September,Teens,India,"['Dramas', 'Independent Movies', 'International Movies']"
137,137,70267838,Movie,20 Feet From Stardom,United States,"September 22, 2018",2013,PG-13,91 min,"Documentaries, Music & Musicals","Winner of the 2014 Academy Award for Best Documentary Feature, this film takes a look at the world of backup vocalists and the legends they support.",2018,September,Teens,United States,"['Documentaries', 'Music & Musicals']"
138,138,80211380,Movie,In Darkness,"United Kingdom, United States","September 22, 2018",2018,TV-MA,101 min,"Independent Movies, International Movies, Thrillers","A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes.",2018,September,Adults,United Kingdom,"['Independent Movies', 'International Movies', 'Thrillers']"
139,139,80196586,Movie,Gaga: Five Foot Two,United States,"September 22, 2017",2017,TV-MA,101 min,"Documentaries, Music & Musicals","Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.",2017,September,Adults,United States,"['Documentaries', 'Music & Musicals']"
140,140,80099204,Movie,The Bad Batch,United States,"September 22, 2017",2016,R,119 min,"Dramas, Independent Movies, Thrillers","Banished to a wasteland of undesirables, a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals.",2017,September,Adults,United States,"['Dramas', 'Independent Movies', 'Thrillers']"
141,141,80059432,Movie,SMOSH: The Movie,United States,"September 22, 2015",2015,PG-13,83 min,Comedies,"To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip.",2015,September,Teens,United States,['Comedies']
142,142,81172721,Movie,King of Boys,Nigeria,"September 21, 2019",2018,TV-MA,182 min,"Dramas, International Movies","When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",2019,September,Adults,Nigeria,"['Dramas', 'International Movies']"
143,143,81172727,Movie,Merry Men: The Real Yoruba Demons,Nigeria,"September 21, 2019",2018,TV-MA,106 min,"Comedies, International Movies","Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities.",2019,September,Adults,Nigeria,"['Comedies', 'International Movies']"
144,144,70153543,Movie,Sarah's Key,France,"September 21, 2019",2010,PG-13,102 min,"Dramas, International Movies","Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him.",2019,September,Teens,France,"['Dramas', 'International Movies']"
145,145,81172728,Movie,The Wedding Party 2: Destination Dubai,Nigeria,"September 21, 2019",2017,TV-14,98 min,"Comedies, International Movies, Romantic Movies","In this sequel to the 2016 hit ""The Wedding Party,"" a couple's date night ends in an accidental proposal, sparking a series of chaotic family events.",2019,September,Teens,Nigeria,"['Comedies', 'International Movies', 'Romantic Movies']"
151,151,80102952,Movie,Quincy,United States,"September 21, 2018",2018,TV-MA,124 min,"Documentaries, Music & Musicals","This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career.",2018,September,Adults,United States,"['Documentaries', 'Music & Musicals']"
152,152,80214464,Movie,Rafinha Bastos: Ultimatum,Brazil,"September 21, 2018",2018,TV-MA,63 min,Stand-Up Comedy,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.",2018,September,Adults,Brazil,['Stand-Up Comedy']
154,154,80243600,Movie,Between Two Ferns: The Movie,United States,"September 20, 2019",2019,TV-MA,83 min,Comedies,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.",2019,September,Adults,United States,['Comedies']
159,159,81122669,Movie,Daddy Issues,United States,"September 20, 2019",2019,TV-MA,82 min,"Dramas, Independent Movies, LGBTQ Movies","Maya finally hooks up with her online dream girl, only to discover she’s deeply involved with an older sugar daddy – a man Maya knows all too well.",2019,September,Adults,United States,"['Dramas', 'Independent Movies', 'LGBTQ Movies']"
162,162,81132439,Movie,Travel Mates 2,Turkey,"September 20, 2019",2018,TV-14,111 min,"Comedies, International Movies","When struggling singer Onur decides to return to his old job, incurable klutz Şeref organizes a surprise tour full of pitfalls and mishaps.",2019,September,Teens,Turkey,"['Comedies', 'International Movies']"
163,163,81035117,Movie,True: Tricky Treat Day,Canada,"September 20, 2019",2019,TV-Y,24 min,Children & Family Movies,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.,2019,September,Kids,Canada,['Children & Family Movies']
165,165,80150502,Movie,Mad World,Hong Kong,"September 20, 2018",2016,TV-MA,102 min,"Dramas, International Movies","A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface.",2018,September,Adults,Hong Kong,"['Dramas', 'International Movies']"
167,167,80997866,Movie,The Bund,Hong Kong,"September 20, 2018",1983,TV-14,103 min,"Action & Adventure, Dramas, International Movies","After losing everything, a young man rebuilds his life and finds love in 1920s Shanghai – all while rising to power in an organized crime syndicate.",2018,September,Teens,Hong Kong,"['Action & Adventure', 'Dramas', 'International Movies']"
168,168,80119815,Movie,The First Line,"United States, Greece, United Kingdom","September 20, 2016",2014,TV-14,87 min,"Dramas, Independent Movies",Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.,2016,September,Teens,United States,"['Dramas', 'Independent Movies']"
169,169,80993149,Movie,Maynard,United States,"September 2, 2018",2017,TV-PG,100 min,Documentaries,"Friends, family and political titans recall the impact of Atlanta's Maynard Jackson, the first African-American mayor of a major Southern city.",2018,September,Older Kids,United States,['Documentaries']
171,171,80203776,Movie,Bitcoin Heist,Vietnam,"September 2, 2017",2016,TV-14,116 min,"Action & Adventure, Comedies, International Movies","A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost.""",2017,September,Teens,Vietnam,"['Action & Adventure', 'Comedies', 'International Movies']"
172,172,80143797,Movie,I Am Not Madame Bovary,China,"September 2, 2017",2016,TV-14,139 min,"Comedies, Dramas, International Movies","To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice.",2017,September,Teens,China,"['Comedies', 'Dramas', 'International Movies']"
173,173,80161931,Movie,Vincent N Roxxy,United States,"September 2, 2017",2016,R,101 min,"Dramas, Thrillers","In rural Louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them.",2017,September,Adults,United States,"['Dramas', 'Thrillers']"
